,종목,매수일,매수가,매도일,매도가,수익률
1123,한솔케미칼,2022-04-12,222000.0,,,
1124,한솔케미칼,,,2022-04-20,228000.0,2.7027027027027026
1125,한솔케미칼,2022-05-25,254500.0,,,
1126,한솔케미칼,,,2022-06-02,264000.0,3.732809430255403
1127,한솔케미칼,2022-06-23,209000.0,,,
1128,한솔케미칼,,,2022-06-27,218500.0,4.545454545454546
1129,한솔케미칼,2022-07-01,203000.0,,,
1130,한솔케미칼,,,2022-07-07,215000.0,5.911330049261084
1131,한솔케미칼,2022-09-20,203000.0,,,
1132,한솔케미칼,,,2022-09-22,185500.0,-8.620689655172415
1133,한솔케미칼,2022-10-14,169500.0,,,
1134,한솔케미칼,,,2022-10-18,176000.0,3.8348082595870205
1135,한솔케미칼,2022-11-15,204000.0,,,
1136,한솔케미칼,,,2022-11-16,211000.0,3.431372549019608
1137,한솔케미칼,2022-11-22,202000.0,,,
1138,한솔케미칼,,,2022-11-28,206000.0,1.9801980198019802
1139,한솔케미칼,2023-04-04,232000.0,,,
1140,한솔케미칼,,,2023-04-11,248500.0,7.112068965517242
